#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.repeat.14	repeat	plus	811164	811334	repeat region
Bacterial_genome_Nanuq_01May2018.repeat.15	repeat	plus	811544	811707	repeat region
Bacterial_genome_Nanuq_01May2018.repeat.16	repeat	plus	811746	816837	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.939	gene	plus	862016	862300	Transition state regulatory protein AbrB
Bacterial_genome_Nanuq_01May2018.repeat.17	repeat	plus	871720	876847	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.960	gene	plus	880221	880337	
Bacterial_genome_Nanuq_01May2018.CDS.962	gene	plus	881263	881814	Uncharacterized isochorismatase family protein YaaI
Bacterial_genome_Nanuq_01May2018.CDS.963	gene	plus	881888	882223	Spore cortex-lytic enzyme, N-acetylglucosaminidase SleL (EC 3.2.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.964	gene	plus	882295	883167	Spore cortex-lytic enzyme, N-acetylglucosaminidase SleL (EC 3.2.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.965	gene	plus	883263	883886	Deoxyadenosine kinase (EC 2.7.1.76) / Deoxyguanosine kinase (EC 2.7.1.113)
Bacterial_genome_Nanuq_01May2018.CDS.966	gene	plus	883883	884536	Deoxyadenosine kinase (EC 2.7.1.76) / Deoxyguanosine kinase (EC 2.7.1.113)
Bacterial_genome_Nanuq_01May2018.repeat.18	repeat	plus	884664	884763	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.967	gene	plus	884977	886122	Glycerate kinase (EC 2.7.1.31)
Bacterial_genome_Nanuq_01May2018.CDS.974	gene	plus	892454	893443	Uncharacterized protein YaaC
Bacterial_genome_Nanuq_01May2018.repeat.19	repeat	plus	893446	898572	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.983	gene	plus	908188	908301	
Bacterial_genome_Nanuq_01May2018.CDS.984	gene	plus	908739	909089	Ribonuclease P protein component (EC 3.1.26.5)
Bacterial_genome_Nanuq_01May2018.CDS.985	gene	plus	909220	909999	Inner membrane protein translocase component YidC, short form OxaI-like
Bacterial_genome_Nanuq_01May2018.CDS.986	gene	plus	909996	910637	RNA-binding protein Jag
Bacterial_genome_Nanuq_01May2018.CDS.987	gene	plus	910925	912304	GTPase and tRNA-U34 5-formylation enzyme TrmE
Bacterial_genome_Nanuq_01May2018.CDS.988	gene	plus	912321	914207	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
Bacterial_genome_Nanuq_01May2018.CDS.989	gene	plus	914221	914940	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
Bacterial_genome_Nanuq_01May2018.CDS.990	gene	plus	915062	915913	Chromosome (plasmid) partitioning protein ParB-2
Bacterial_genome_Nanuq_01May2018.CDS.991	gene	plus	916193	916972	Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj
Bacterial_genome_Nanuq_01May2018.CDS.992	gene	plus	916965	917816	Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J
Bacterial_genome_Nanuq_01May2018.CDS.996	gene	plus	919301	919936	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.997	gene	plus	919933	920304	FIG01230813: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.998	gene	plus	920390	920596	FIG001891: protein involved in chromosome partitioning
Bacterial_genome_Nanuq_01May2018.CDS.999	gene	plus	920643	922646	Anaerobic dehydrogenases, typically selenocysteine-containing
Bacterial_genome_Nanuq_01May2018.CDS.1000	gene	plus	922773	923873	GTP-binding and nucleic acid-binding protein YchF
Bacterial_genome_Nanuq_01May2018.CDS.1001	gene	plus	923985	924272	SSU ribosomal protein S6p
Bacterial_genome_Nanuq_01May2018.CDS.1002	gene	plus	924312	924830	Single-stranded DNA-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.1003	gene	plus	924874	925113	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent
Bacterial_genome_Nanuq_01May2018.CDS.1004	gene	plus	925305	925886	ADA regulatory protein
Bacterial_genome_Nanuq_01May2018.CDS.1005	gene	plus	925883	926440	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
Bacterial_genome_Nanuq_01May2018.CDS.1006	gene	plus	926437	927195	Exodeoxyribonuclease III (EC 3.1.11.2)
Bacterial_genome_Nanuq_01May2018.CDS.1007	gene	plus	927258	928196	Bacillus subtilis catabolite repression transcription factor CcpB
Bacterial_genome_Nanuq_01May2018.CDS.1008	gene	plus	928252	928632	Possible glyoxylase family protein (Lactoylglutathione lyase) (EC 4.4.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.1010	gene	plus	930281	931105	FIG01227687: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1013	gene	plus	933447	933722	Ethidium bromide-methyl viologen resistance protein EmrE
Bacterial_genome_Nanuq_01May2018.CDS.1016	gene	plus	935108	935749	FMN-dependent NADH-azoreductase
Bacterial_genome_Nanuq_01May2018.CDS.1017	gene	plus	936173	936319	
Bacterial_genome_Nanuq_01May2018.CDS.1019	gene	plus	937691	939088	GntR family transcriptional regulator Bsu YdfD @ Transcriptional regulator, GntR family domain
Bacterial_genome_Nanuq_01May2018.CDS.1022	gene	plus	940665	940943	LysR family regulatory protein CidR
Bacterial_genome_Nanuq_01May2018.CDS.1023	gene	plus	940940	941560	LysR family regulatory protein CidR
Bacterial_genome_Nanuq_01May2018.CDS.1024	gene	plus	941677	942078	Carboxymuconolactone decarboxylase
Bacterial_genome_Nanuq_01May2018.CDS.1028	gene	plus	943761	944213	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.1029	gene	plus	944396	945274	Uncharacterized membrane protein Bsu0528 (YdeO)
Bacterial_genome_Nanuq_01May2018.CDS.1030	gene	plus	945412	945846	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.1031	gene	plus	945860	946498	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Bacterial_genome_Nanuq_01May2018.CDS.1032	gene	plus	946529	946897	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.1033	gene	plus	947163	948374	Macrolide-efflux protein
Bacterial_genome_Nanuq_01May2018.CDS.1034	gene	plus	948425	948766	DNA polymerase, DinB family
Bacterial_genome_Nanuq_01May2018.CDS.1035	gene	plus	948787	948933	DNA polymerase, DinB family
Bacterial_genome_Nanuq_01May2018.CDS.1041	gene	plus	955378	955749	Transcriptional regulator, HxlR family
Bacterial_genome_Nanuq_01May2018.CDS.1043	gene	plus	956405	956557	
Bacterial_genome_Nanuq_01May2018.CDS.1044	gene	plus	956801	957736	FIG003573: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1045	gene	plus	957767	959746	Phosphoesterase, DHH family protein
Bacterial_genome_Nanuq_01May2018.CDS.1046	gene	plus	959793	960191	LSU ribosomal protein L9p
Bacterial_genome_Nanuq_01May2018.CDS.1047	gene	plus	960332	960895	conserved hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1048	gene	plus	960983	961639	FIG01231309: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1049	gene	plus	961636	961731	glycosyl transferase group 1
Bacterial_genome_Nanuq_01May2018.CDS.1050	gene	plus	961740	964145	ATP-grasp enzyme-like
Bacterial_genome_Nanuq_01May2018.CDS.1051	gene	plus	964138	965193	protein of unknown function DUF227
Bacterial_genome_Nanuq_01May2018.CDS.1052	gene	plus	965216	966508	FIG01240043: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1055	gene	plus	967157	967366	FIG01235398: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1057	gene	plus	967765	969129	Replicative DNA helicase (DnaB) (EC 3.6.4.12)
Bacterial_genome_Nanuq_01May2018.CDS.1058	gene	plus	969247	969660	prolyl endopeptidase
Bacterial_genome_Nanuq_01May2018.CDS.1059	gene	plus	969899	971191	Adenylosuccinate synthetase (EC 6.3.4.4)
Bacterial_genome_Nanuq_01May2018.rna.79	rna	plus	971392	971467	tRNA-Lys-TTT
Bacterial_genome_Nanuq_01May2018.rna.80	rna	plus	971476	971547	tRNA-Glu-TTC
Bacterial_genome_Nanuq_01May2018.rna.81	rna	plus	971632	971708	tRNA-Asp-GTC
Bacterial_genome_Nanuq_01May2018.rna.82	rna	plus	971745	971817	tRNA-Phe-GAA
Bacterial_genome_Nanuq_01May2018.CDS.1061	gene	plus	972151	972861	Two-component response regulator SA14-24
Bacterial_genome_Nanuq_01May2018.CDS.1062	gene	plus	972868	974703	Two-component sensor kinase SA14-24
Bacterial_genome_Nanuq_01May2018.CDS.1063	gene	plus	974693	976051	FIG011501: YycH protein
Bacterial_genome_Nanuq_01May2018.CDS.1064	gene	plus	976038	976877	hypothetical protein SA_21
Bacterial_genome_Nanuq_01May2018.CDS.1065	gene	plus	976892	977686	Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication
Bacterial_genome_Nanuq_01May2018.CDS.1066	gene	plus	977773	978969	Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)
Bacterial_genome_Nanuq_01May2018.CDS.1067	gene	plus	979485	979697	response regulator
Bacterial_genome_Nanuq_01May2018.CDS.1068	gene	plus	979694	981112	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)
Bacterial_genome_Nanuq_01May2018.CDS.1069	gene	plus	981344	982351	Sulfur carrier protein adenylyltransferase ThiF
Bacterial_genome_Nanuq_01May2018.CDS.1070	gene	plus	982348	983670	FIG01239712: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1071	gene	plus	983689	984879	transport protein
Bacterial_genome_Nanuq_01May2018.CDS.1072	gene	plus	984907	987264	ABC transporter ATP-binding protein uup
Bacterial_genome_Nanuq_01May2018.CDS.1074	gene	plus	988928	990133	Ornithine aminotransferase (EC 2.6.1.13)
Bacterial_genome_Nanuq_01May2018.CDS.1075	gene	plus	990357	991757	Arginine permease RocE
Bacterial_genome_Nanuq_01May2018.CDS.1076	gene	plus	991831	992721	Arginase (EC 3.5.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.1077	gene	plus	992851	993966	response regulator aspartate phosphatase
Bacterial_genome_Nanuq_01May2018.CDS.1078	gene	plus	993953	994087	
Bacterial_genome_Nanuq_01May2018.CDS.1079	gene	plus	994125	994598	acetyltransferase, GNAT family
Bacterial_genome_Nanuq_01May2018.CDS.1081	gene	plus	995652	995765	
Bacterial_genome_Nanuq_01May2018.CDS.1082	gene	plus	995790	996539	unknown
Bacterial_genome_Nanuq_01May2018.CDS.1083	gene	plus	996576	997712	unknown
Bacterial_genome_Nanuq_01May2018.CDS.1084	gene	plus	998016	998201	
Bacterial_genome_Nanuq_01May2018.CDS.1085	gene	plus	998355	998525	FIG01238884: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1086	gene	plus	998606	999085	LSU m3Psi1915 methyltransferase RlmH
Bacterial_genome_Nanuq_01May2018.CDS.1087	gene	plus	999633	999755	
Bacterial_genome_Nanuq_01May2018.CDS.1088	gene	plus	999773	1000462	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1089	gene	plus	1000700	1001164	
Bacterial_genome_Nanuq_01May2018.CDS.1090	gene	plus	1001149	1002075	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1091	gene	plus	1003172	1004185	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1092	gene	plus	1004255	1005106	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
Bacterial_genome_Nanuq_01May2018.CDS.1093	gene	plus	1005085	1005270	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
Bacterial_genome_Nanuq_01May2018.CDS.1094	gene	plus	1005267	1005743	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1095	gene	plus	1005731	1005886	
Bacterial_genome_Nanuq_01May2018.CDS.1096	gene	plus	1005892	1008222	Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.1097	gene	plus	1008209	1009051	Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.1098	gene	plus	1009044	1009508	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.1101	gene	plus	1012012	1012185	D-serine/D-alanine/glycine transporter
Bacterial_genome_Nanuq_01May2018.CDS.1102	gene	plus	1012182	1013357	D-serine/D-alanine/glycine transporter
Bacterial_genome_Nanuq_01May2018.CDS.1105	gene	plus	1015579	1015761	
Bacterial_genome_Nanuq_01May2018.CDS.1106	gene	plus	1015854	1016540	FIG01238997: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1110	gene	plus	1018802	1019221	Uncharacterized protein yxaJ
Bacterial_genome_Nanuq_01May2018.CDS.1111	gene	plus	1019351	1020571	cell surface protein
Bacterial_genome_Nanuq_01May2018.CDS.1113	gene	plus	1022083	1023240	FIG01236475: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1114	gene	plus	1023243	1023386	
Bacterial_genome_Nanuq_01May2018.CDS.1115	gene	plus	1023461	1024510	Fatty-acid desaturase (EC 1.14.99.-)
Bacterial_genome_Nanuq_01May2018.CDS.1116	gene	plus	1024679	1025764	Two-component sensor histidine kinase
Bacterial_genome_Nanuq_01May2018.CDS.1117	gene	plus	1025761	1026360	DNA-binding response regulator, LuxR family
Bacterial_genome_Nanuq_01May2018.CDS.1119	gene	plus	1027367	1027615	
Bacterial_genome_Nanuq_01May2018.CDS.1120	gene	plus	1027787	1029667	Chaperone protein HtpG
Bacterial_genome_Nanuq_01May2018.CDS.1124	gene	plus	1033429	1034892	Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)
Bacterial_genome_Nanuq_01May2018.CDS.1125	gene	plus	1034966	1035781	5-deoxy-glucuronate isomerase (EC 5.3.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.1126	gene	plus	1035805	1036797	5-keto-2-deoxygluconokinase (EC 2.7.1.92)
Bacterial_genome_Nanuq_01May2018.CDS.1127	gene	plus	1036822	1037310	Epi-inositol hydrolase (EC 3.7.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.1128	gene	plus	1037310	1038734	Epi-inositol hydrolase (EC 3.7.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.1129	gene	plus	1038750	1039646	Inosose dehydratase (EC 4.2.1.44)
Bacterial_genome_Nanuq_01May2018.CDS.1130	gene	plus	1039659	1040954	Minor myo-inositol transporter IolF
Bacterial_genome_Nanuq_01May2018.CDS.1131	gene	plus	1040977	1041597	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)
Bacterial_genome_Nanuq_01May2018.CDS.1132	gene	plus	1041609	1042010	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)
Bacterial_genome_Nanuq_01May2018.CDS.1133	gene	plus	1042029	1042898	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.1134	gene	plus	1042986	1043828	Inosose isomerase (EC 5.3.99.-)
Bacterial_genome_Nanuq_01May2018.CDS.1135	gene	plus	1043831	1044703	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)
Bacterial_genome_Nanuq_01May2018.CDS.1136	gene	plus	1044811	1045500	Two-component response regulator YvcP
Bacterial_genome_Nanuq_01May2018.CDS.1137	gene	plus	1045497	1046474	Two-component sensor kinase YvcQ
Bacterial_genome_Nanuq_01May2018.CDS.1138	gene	plus	1046618	1047391	ABC transporter ATP-binding protein YvcR
Bacterial_genome_Nanuq_01May2018.CDS.1139	gene	plus	1047366	1047779	ABC transporter permease protein YxdM
Bacterial_genome_Nanuq_01May2018.CDS.1140	gene	plus	1047782	1049233	ABC transporter permease protein YxdM
Bacterial_genome_Nanuq_01May2018.CDS.1141	gene	plus	1049247	1049594	DUF1093 domain-containing protein
Bacterial_genome_Nanuq_01May2018.CDS.1143	gene	plus	1050726	1051118	
Bacterial_genome_Nanuq_01May2018.CDS.1146	gene	plus	1052190	1052609	FIG01231818: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1147	gene	plus	1052599	1053123	YxeG
Bacterial_genome_Nanuq_01May2018.CDS.1148	gene	plus	1053192	1054004	Phosphatase YidA
Bacterial_genome_Nanuq_01May2018.CDS.1149	gene	plus	1054075	1055016	Deoxyribonucleoside regulator DeoR (transcriptional repressor)
Bacterial_genome_Nanuq_01May2018.CDS.1150	gene	plus	1055107	1055775	Deoxyribose-phosphate aldolase (EC 4.1.2.4)
Bacterial_genome_Nanuq_01May2018.CDS.1151	gene	plus	1055868	1056422	Na+ dependent nucleoside transporter NupC
Bacterial_genome_Nanuq_01May2018.CDS.1152	gene	plus	1056419	1057048	Na+ dependent nucleoside transporter NupC
Bacterial_genome_Nanuq_01May2018.CDS.1153	gene	plus	1057076	1057504	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.1154	gene	plus	1057468	1058376	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.1163	gene	plus	1066113	1067519	FIG01241651: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1164	gene	plus	1067687	1068082	
Bacterial_genome_Nanuq_01May2018.CDS.1165	gene	plus	1068150	1069007	FIG00674096: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1166	gene	plus	1068986	1069771	FIG00674096: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1168	gene	plus	1071186	1071596	Very-short-patch mismatch repair endonuclease (G-T specific)
Bacterial_genome_Nanuq_01May2018.CDS.1169	gene	plus	1071671	1072087	
Bacterial_genome_Nanuq_01May2018.CDS.1170	gene	plus	1072191	1072820	Rep protein
Bacterial_genome_Nanuq_01May2018.CDS.1173	gene	plus	1074884	1075063	
Bacterial_genome_Nanuq_01May2018.CDS.1174	gene	plus	1075105	1075227	
Bacterial_genome_Nanuq_01May2018.CDS.1175	gene	plus	1075591	1075998	Universal stress protein family
Bacterial_genome_Nanuq_01May2018.CDS.1176	gene	plus	1076032	1076157	Permease of the drug/metabolite transporter (DMT) superfamily
Bacterial_genome_Nanuq_01May2018.CDS.1177	gene	plus	1076147	1077058	Permease of the drug/metabolite transporter (DMT) superfamily
Bacterial_genome_Nanuq_01May2018.CDS.1178	gene	plus	1077200	1078264	Pectin lyase (EC 4.2.2.10)
Bacterial_genome_Nanuq_01May2018.CDS.1179	gene	plus	1078621	1078830	
Bacterial_genome_Nanuq_01May2018.CDS.1180	gene	plus	1078971	1079294	FIG01229625: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1181	gene	plus	1079298	1079705	unknown
Bacterial_genome_Nanuq_01May2018.CDS.1182	gene	plus	1079864	1080457	
Bacterial_genome_Nanuq_01May2018.CDS.1183	gene	plus	1080472	1081317	
Bacterial_genome_Nanuq_01May2018.CDS.1184	gene	plus	1081519	1081698	
Bacterial_genome_Nanuq_01May2018.CDS.1185	gene	plus	1081695	1081973	
Bacterial_genome_Nanuq_01May2018.CDS.1186	gene	plus	1081961	1082338	
Bacterial_genome_Nanuq_01May2018.CDS.1187	gene	plus	1082388	1082753	
Bacterial_genome_Nanuq_01May2018.CDS.1188	gene	plus	1082740	1083084	
Bacterial_genome_Nanuq_01May2018.CDS.1189	gene	plus	1083065	1083499	
Bacterial_genome_Nanuq_01May2018.CDS.1190	gene	plus	1083492	1084931	ATP-dependent RNA helicase YxiN
Bacterial_genome_Nanuq_01May2018.CDS.1192	gene	plus	1086384	1086575	Beta-glucoside bgl operon antiterminator, BglG family
Bacterial_genome_Nanuq_01May2018.CDS.1193	gene	plus	1086544	1087191	Beta-glucoside bgl operon antiterminator, BglG family
Bacterial_genome_Nanuq_01May2018.CDS.1194	gene	plus	1087191	1087295	
Bacterial_genome_Nanuq_01May2018.CDS.1195	gene	plus	1087439	1088170	Endo-beta-1,3-1,4 glucanase (Licheninase) (EC 3.2.1.73)
Bacterial_genome_Nanuq_01May2018.CDS.1197	gene	plus	1089692	1091743	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.1198	gene	plus	1091725	1091874	
Bacterial_genome_Nanuq_01May2018.CDS.1199	gene	plus	1091976	1092278	unknown
Bacterial_genome_Nanuq_01May2018.CDS.1200	gene	plus	1092418	1093092	FIG01242227: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.1203	gene	plus	1094935	1095816	Ribosomal RNA large subunit methyltransferase A (EC 2.1.1.51)
Bacterial_genome_Nanuq_01May2018.CDS.1209	gene	plus	1100000	1101016	UDP-glucose 4-epimerase (EC 5.1.3.2)
Bacterial_genome_Nanuq_01May2018.CDS.1211	gene	plus	1102116	1102952	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.1212	gene	plus	1103118	1103702	Fis-type helix-turn-helix domain protein
Bacterial_genome_Nanuq_01May2018.CDS.1213	gene	plus	1103735	1104010	Fis-type helix-turn-helix domain protein
Bacterial_genome_Nanuq_01May2018.CDS.1214	gene	plus	1104128	1105228	Multiple sugar ABC transporter, ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.1215	gene	plus	1105328	1106170	Polysaccharide deacetylase
Bacterial_genome_Nanuq_01May2018.CDS.1217	gene	plus	1107647	1107766	
Bacterial_genome_Nanuq_01May2018.CDS.1219	gene	plus	1108051	1108482	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
Bacterial_genome_Nanuq_01May2018.CDS.1220	gene	plus	1108479	1109456	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
Bacterial_genome_Nanuq_01May2018.CDS.1221	gene	plus	1109440	1110456	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
Bacterial_genome_Nanuq_01May2018.CDS.1222	gene	plus	1110456	1112159	Transport ATP-binding protein CydC
Bacterial_genome_Nanuq_01May2018.CDS.1223	gene	plus	1112156	1113886	Transport ATP-binding protein CydD
